date,recipient,amount,lobbyist,employer
02/28/2013,NA,$500.00,Jan Starr,Jan Starr
05/29/2013,Burns,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
05/29/2013,NA,$300.00,John George,"Schuyler, Roche & Crisham PC"
05/01/2013,Burnett,$150.00,Bridget O'Keefe,"Daspin & Aument, LLP"
06/07/2013,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Burnett,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Moore,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Mell,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Moreno,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/14/2013,Munoz,$250.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
04/01/2013,NA,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
02/06/2013,Hairston,$150.00,Graham Grady,Shefsky & Froelich Ltd.
06/21/2013,NA,$125.00,Graham Grady,Shefsky & Froelich Ltd.
02/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
06/21/2013,Beale,$1000.00,Yafawn Smith,Comcast
04/01/2013,NA,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
03/21/2013,Moreno,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
06/20/2013,Tunney,$300.00,Mara Georges,Daley and Georges Ltd.
04/22/2013,NA,$250.00,Mara Georges,Daley and Georges Ltd.
02/08/2013,NA,$250.00,William Filan,William Filan Ltd
03/27/2013,Moore,$100.00,William Filan,William Filan Ltd
09/24/2013,O'Connor,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
09/06/2013,Maldonado,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
08/08/2013,Osterman,$200.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
07/19/2013,NA,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
04/17/2013,O'Connor,$100.00,Katriina McGuire,"Schain, Burney, Banks & Kenny, Ltd"
02/21/2013,Reilly,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Moore,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/06/2013,Zalewski,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/19/2013,Cappleman,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/27/2013,Burns,$500.00,Paul Williams,Paul Williams
04/22/2013,NA,$250.00,Mara Georges,Daley and Georges Ltd.
07/01/2013,Suarez,$250.00,John Doerrer,Kaizen Inc
03/21/2013,Moreno,$250.00,Jerome Schain,"Schain, Burney, Banks & Kenny, Ltd"
02/21/2013,Reilly,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Smith,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Mell,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/16/2013,Cardenas,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/18/2013,Moore,$1000.00,Jerry Mickelson,Jam Productions. Ltd.
09/17/2013,NA,$1000.00,Gery Chico,"Chico & Nunes, PC"
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
09/18/2013,NA,$100.00,Kate Tragesser,"Krieg DeVault, LLP"
02/06/2013,Hairston,$150.00,Graham Grady,Shefsky & Froelich Ltd.
06/03/2013,Reboyras,$300.00,Graham Grady,Shefsky & Froelich Ltd.
05/27/2013,NA,$250.00,John George,"Schuyler, Roche & Crisham PC"
06/19/2013,NA,$250.00,Gyata Kimmons,"Serafin & Associates, Inc."
05/01/2013,Hairston,$250.00,Graham Grady,Shefsky & Froelich Ltd.
07/26/2013,Cochran,$100.00,Michael Sutton,"Infrastructure Engineering, Inc."
06/25/2013,NA,$1000.00,Michael Paulos,Comcast
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
05/01/2013,Hairston,$250.00,Graham Grady,Shefsky & Froelich Ltd.
05/16/2013,NA,$1500.00,Mara Georges,Daley and Georges Ltd.
04/01/2013,NA,$1500.00,Mara Georges,Daley and Georges Ltd.
12/17/2013,Silverstein,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
12/05/2013,Sposato,$40.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
11/13/2013,Foulkes,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
10/11/2013,O'Shea,$250.00,John Dunn,McGuireWoods Consulting
12/27/2013,Graham,$250.00,John Dunn,McGuireWoods Consulting
12/20/2013,Zalewski,$500.00,John Dunn,McGuireWoods Consulting
06/13/2013,NA,$400.00,Samuel Polsky,Polsky & Associates Ltd.
12/13/2013,Thomas,$250.00,Dudley Brown,"Blaylock Robert Van, LLC"
11/14/2013,Fioretti,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/21/2013,NA,$125.00,Graham Grady,Shefsky & Froelich Ltd.
05/31/2013,Preckwinkle,$500.00,Mara Georges,Daley and Georges Ltd.
02/26/2013,NA,$250.00,Bridget O'Keefe,"Daspin & Aument, LLP"
11/20/2013,Ervin,$75.00,Kate Tragesser,"Krieg DeVault, LLP"
11/18/2013,NA,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
12/01/2013,Burke,$500.00,Thomas Livingston,CSX Corporation
05/29/2013,NA,$300.00,John George,"Schuyler, Roche & Crisham PC"
12/05/2013,Burke,$500.00,Charles Bernardini,Ungaretti & Harris LLP
11/26/2013,Maldonado,$250.00,Sam Toia,Illinois Restaurant Association
10/01/2013,Laurino,$1500.00,Lisa Ouzounion,Comcast
12/02/2013,Silverstein,$500.00,Arnold Harris,Arnold Scott Harris PC
11/19/2013,NA,$1000.00,Jorge Perez,Hispanic American Construction Industry Assoc. (HACIA)
03/31/2014,NA,$0.00,Michele Nelson,InTime Solutions INC
01/27/2014,NA,$500.00,Jerry Mickelson,"Jam Productions, Ltd"
12/04/2013,Pawar,$100.00,Michael Lufrano,"Chicago Cubs Baseball Club, LLC"
03/20/2014,Smith,$500.00,Michael Alexander,"Alexander & Borovicka Government Solutions, LLC"
03/14/2014,Cullerton,$150.00,William Smith,Cornerstone Government Affairs
02/25/2014,Mell,$250.00,Sam Toia,Illinois Restaurant Association
03/14/2014,Hairston,$250.00,Sam Toia,Illinois Restaurant Association
02/27/2014,Cappleman,$250.00,Sam Toia,Illinois Restaurant Association
03/12/2014,NA,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/18/2014,NA,$0.00,Eric Locke,Astronics DME Corporation
03/04/2014,Foulkes,$500.00,Jason Lunderman,Comcast
03/03/2014,Ervin,$1500.00,Jason Lunderman,Comcast
03/12/2014,Harris,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,O'Connor,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/30/2014,Graham,$75.00,Brendan Shiller,Lakeview Strategy Group
01/23/2014,Reilly,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
06/02/2014,Suarez,$500.00,Gery Chico,"Chico & Nunes, PC"
03/11/2014,Burke,$1000.00,Robert Molaro,Robert S. Molaro & Associates
03/31/2014,Reilly,$1500.00,Todd Hiepler,Macerich Company
02/12/2014,NA,$250.00,Jorge Perez,HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION ( HACIA )
03/14/2014,Laurino,$250.00,John Dunn,McGuireWoods Consulting
06/30/2014,Mendoza,$1500.00,John Iberl,Iberl Management Corp
02/19/2014,Harris,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
02/18/2014,Cullerton,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
06/05/2014,NA,$500.00,Jerry Mickelson,"Jam Productions, Ltd"
06/27/2014,NA,$750.00,Jeanette Sublett,"Neal & Leroy, LLC"
06/06/2014,NA,$500.00,Jeanette Sublett,"Neal & Leroy, LLC"
06/19/2014,Sawyer,$250.00,Paul Williams,Paul Williams
05/20/2014,Laurino,$100.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
05/20/2014,Moore,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
04/30/2014,Austin,$250.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
03/12/2014,Cullerton,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/08/2014,Austin,$250.00,Dean Maragos,"Maragos & Maragos, Ltd"
03/01/2015,Foulkes,$1000.00,Thomas Livingston,CSX Corporation
02/18/2015,Moore,$100.00,Gery Chico,"Chico & Nunes, P.C."
01/23/2015,Scott,$500.00,Gery Chico,"Chico & Nunes, P.C."
03/27/2015,Thompson,$1000.00,Gery Chico,"Chico & Nunes, P.C."
03/24/2015,Scott,$1000.00,Marcus Nunes,"Chico & Nunes, P.C."
03/24/2015,Arena,$200.00,Marcus Nunes,"Chico & Nunes, P.C."
02/04/2015,Pope,$500.00,Marcus Nunes,"Chico & Nunes, P.C."
02/13/2014,O'Connor,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Pawar,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/12/2014,Moreno,$1210.70,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/29/2015,Austin,$1500.00,Terry Teele,"Rory Group, LLC."
01/15/2015,Solis,$150.00,Steven Friedland,"Applegate & Thorne-Thomsen, PC"
01/14/2015,Burnett,$250.00,Gery Chico,"Chico & Nunes, P.C."
02/18/2015,Moreno,$500.00,Gery Chico,"Chico & Nunes, P.C."
01/23/2015,Ervin,$250.00,Gery Chico,"Chico & Nunes, P.C."
01/06/2015,Smith,$200.00,Graham Grady,Taft Stettinius & Hollister LLP
03/31/2014,Solis,$100.00,Sylvia Michas,"Chico & Nunes, PC"
06/04/2014,Osterman,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/22/2014,Mell,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,Laurino,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,NA,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Pawar,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2014,Burnett,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/17/2014,Hairston,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/02/2014,Holmes,$500.00,Joseph Pilewski,Joseph Pilewski
09/30/2014,Graham,$150.00,Joseph Pilewski,Joseph Pilewski
02/24/2014,Harris,$500.00,Graham Grady,Taft Stettinius & Hollister LLP
04/14/2014,Austin,$100.00,Sylvia Michas,"Chico & Nunes, PC"
03/31/2014,Solis,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
06/14/2014,Reilly,$1500.00,John George,"Schuyler, Roche & Crisham, P.C."
09/02/2014,Hopkins,$200.00,Donovan Pepper,Walgreen Co.
07/23/2014,NA,$75.00,Donovan Pepper,Walgreen Co.
08/21/2014,NA,$250.00,Kate Tragesser,Krieg DeVault LLP
06/04/2014,Pawar,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2014,Burnett,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,NA,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,Cullerton,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,Cappleman,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
11/18/2014,Ervin,$500.00,Rolando Acosta,Rolando Acosta
01/23/2014,Reilly,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
03/31/2015,NA,$0.00,Morgan Bassey,Harvestons Securities Inc
01/22/2015,Austin,$250.00,Kathy Brown,K. Brown and Associates Consulting LTD
06/18/2014,Pawar,$1500.00,Jason Lunderman,Comcast
02/13/2014,Laurino,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Osterman,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/29/2015,Thompson,$500.00,Michael Sutton,"Infrastructure Engineering, Inc."
02/24/2014,Burnett,$300.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
10/10/2014,NA,$0.00,Eric Locke,Astronics DME Corporation
09/26/2014,NA,$100.00,Mark Lenz,Fisher Cohen Waldman Shapiro LLP
09/15/2014,O'Connor,$250.00,Pat Doerr,Hospitality Business Association of Chicago
11/18/2014,Brookins,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
10/23/2014,NA,$225.00,Kathy Brown,Kathy Brown
02/13/2014,Laurino,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,O'Connor,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/02/2014,Fioretti,$50.00,Donna Pugh,"Foley & Lardner, LLP"
10/21/2014,NA,$200.00,Paul Williams,Paul Williams
10/07/2014,NA,$1500.00,John Doerrer,Kaizen Inc
10/07/2014,Thompson,$150.00,Kate Tragesser,Krieg DeVault LLP
09/22/2014,Mell,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2014,O'Connor,$200.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/16/2014,NA,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
12/23/2014,Tunney,$500.00,James Houlihan,"ALL-CIRCO, Inc."
01/23/2014,Graham,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/14/2014,Reilly,$1500.00,John George,"Schuyler, Roche & Crisham, P.C."
08/06/2014,NA,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/30/2014,NA,$0.00,Steven Ginsberg,Ginsberg Jacobs LLC
11/26/2013,Burns,$50.00,Donna Pugh,"Foley & Lardner, LLP"
02/12/2015,Scott,$200.00,Mary Minaghan dba MKM Services,MKM Services
01/05/2015,Reboyras,$250.00,Mary Minaghan dba MKM Services,MKM Services
03/20/2015,Smith,$750.00,Jerry Mickelson,"Jam Productions, Ltd."
02/09/2015,NA,$250.00,Robert Molaro,Robert S. Molaro & Associates
12/05/2014,Waguespack,$150.00,Jonathan Perman,The Perman Group
10/30/2014,NA,$150.00,Jorge Perez,HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION ( HACIA )
09/24/2014,Solis,$1000.00,Gery Chico,"Chico & Nunes, PC"
08/19/2014,Maldonado,$500.00,Gery Chico,"Chico & Nunes, PC"
12/04/2014,Dowell,$1500.00,Michael Brown,"Rory Group, LLC."
03/12/2014,NA,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/29/2014,NA,$1000.00,Jeanette Sublett,"Neal & Leroy, LLC"
01/27/2015,Graham,$250.00,John Corrigan,"John C. Corrigan & Associates, LLC"
03/27/2015,Lopez,$1000.00,Paul Rosenfeld,"Government Navigation Group, Inc"
01/27/2015,NA,$2500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/27/2015,NA,$3000.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
02/12/2015,Solis,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/12/2015,Laurino,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/27/2015,O'Connor,$1000.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/20/2015,Graham,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/02/2015,Scott,$100.00,YaFawn Smith,Comcast
01/07/2015,Dowell,$1500.00,YaFawn Smith,Comcast
02/19/2015,Cardenas,$1500.00,YaFawn Smith,Comcast
02/27/2015,Brookins,$1500.00,YaFawn Smith,Comcast
02/18/2014,Cullerton,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
01/23/2014,Graham,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
08/14/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
12/04/2014,Reboyras,$250.00,James Watson,American Petroleum Institute
03/18/2015,NA,$50.00,Catherine Janes,The Haymarket Group Ltd.
03/10/2015,Reilly,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
02/06/2015,NA,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
02/11/2015,NA,$250.00,Kate Tragesser,Krieg DeVault LLP
01/30/2015,O'Connor,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
01/26/2015,NA,$250.00,John Dunn,McGuireWoods Consulting
01/26/2015,Harris,$250.00,John Dunn,McGuireWoods Consulting
01/28/2015,Beale,$250.00,John Dunn,McGuireWoods Consulting
02/13/2015,Mitts,$500.00,John Dunn,McGuireWoods Consulting
10/29/2014,Burke,$1500.00,Arnold Harris,Arnold Scott Harris PC
01/23/2014,Reilly,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
01/23/2014,Graham,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
08/14/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
09/30/2014,NA,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
02/12/2015,Harris,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/27/2015,O'Connor,$1000.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/04/2015,Sposato,$150.00,Jonathan Perman,The Perman Group
10/14/2014,Beale,$1000.00,Michael Sutton,"Infrastructure Engineering, Inc."
03/12/2014,Cullerton,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Burns,$1000.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Osterman,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2014,Burnett,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/20/2015,Burns,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/28/2014,NA,$500.00,John Doerrer,Kaizen Inc
11/02/2014,Pope,$1000.00,Gery Chico,"Chico & Nunes, PC"
10/30/2014,Mell,$500.00,Gery Chico,"Chico & Nunes, PC"
06/05/2014,NA,$1000.00,YaFawn Smith,Comcast
02/04/2015,Arena,$125.00,Peter Eisenberg,Clark Street Development
11/24/2014,O'Connor,$250.00,Bridget O'Keefe,Daspin & Aument
02/11/2015,NA,$250.00,Gery Chico,"Chico & Nunes, P.C."
02/18/2015,Moore,$100.00,Gery Chico,"Chico & Nunes, P.C."
02/18/2015,Graham,$250.00,Gery Chico,"Chico & Nunes, P.C."
01/23/2015,Ervin,$250.00,Gery Chico,"Chico & Nunes, P.C."
03/27/2015,Cochran,$250.00,Gery Chico,"Chico & Nunes, P.C."
02/13/2015,Cardenas,$250.00,Gery Chico,"Chico & Nunes, P.C."
03/06/2015,Burke,$1500.00,Gery Chico,"Chico & Nunes, P.C."
01/09/2015,O'Shea,$250.00,Graham Grady,Taft Stettinius & Hollister LLP
01/20/2015,Hairston,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/12/2015,Cappleman,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/12/2015,Harris,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Pawar,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/22/2014,Mell,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2014,O'Connor,$200.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
12/03/2014,Sawyer,$300.00,Christopher Dunn,"Conlon & Dunn Public Strategies, Inc"
02/05/2015,Austin,$250.00,Kate Tragesser,Krieg DeVault LLP
06/02/2014,Suarez,$500.00,Gery Chico,"Chico & Nunes, PC"
02/19/2014,Harris,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/06/2014,Hairston,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
09/15/2014,NA,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
08/22/2014,Brookins,$250.00,John Dunn,McGuireWoods Consulting
07/23/2014,NA,$1000.00,Jason Lunderman,Comcast
04/08/2014,Hopkins,$500.00,Lawrence Suffredin,Lawrence Suffredin
07/18/2014,Fioretti,$250.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
03/31/2014,Solis,$100.00,Sylvia Michas,"Chico & Nunes, PC"
04/14/2014,Austin,$100.00,Sylvia Michas,"Chico & Nunes, PC"
03/12/2014,Cullerton,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/16/2014,O'Connor,$200.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,Solis,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/16/2014,O'Connor,$200.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Pawar,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/02/2014,Holmes,$1500.00,YaFawn Smith,Comcast
06/09/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
06/14/2014,Reilly,$1500.00,John George,"Schuyler, Roche & Crisham, P.C."
07/18/2014,Fioretti,$250.00,Michael Ezgur,Michael Ezgur
08/14/2014,O'Connor,$300.00,Bridget O'Keefe,Daspin & Aument
06/27/2014,Austin,$500.00,Arnold Harris,Arnold Scott Harris PC
09/20/2014,Pawar,$500.00,Michael Alexander,"Alexander & Borovicka Government Solutions, LLC"
09/25/2014,Sposato,$150.00,Jeff Riley,Riley Public Affairs
06/14/2014,Reilly,$1500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/03/2014,Moore,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
10/23/2014,NA,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/24/2014,Cappleman,$250.00,Michael Alexander,"Alexander & Borovicka Government Solutions, LLC"
06/09/2014,NA,$250.00,Mary Kay Bonoma,Illinois Restaurant Association
06/30/2014,NA,$1500.00,Gery Chico,"Chico & Nunes, PC"
10/14/2014,Burnett,$100.00,Pat Doerr,Hospitality Business Association of Chicago
11/21/2014,NA,$100.00,John Moore,John Moore
08/27/2014,Suarez,$125.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
08/14/2014,O'Connor,$200.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
08/11/2014,Maldonado,$500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
09/05/2014,Burnett,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/16/2014,Tunney,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
12/01/2014,Thompson,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
12/15/2014,Burke,$1000.00,Thomas Livingston,CSX Corporation
01/29/2015,Smith,$250.00,Paul Rosenfeld,"Government Navigation Group, Inc"
06/04/2014,Osterman,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/16/2014,O'Connor,$200.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/14/2014,Mendoza,$1500.00,Lisa Ouzounian,Comcast
09/05/2014,O'Connor,$200.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2014,Burnett,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/12/2014,Moreno,$1210.70,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/05/2015,NA,$250.00,John Doerrer,John Doerrer
01/27/2015,NA,$250.00,John Doerrer,John Doerrer
01/07/2015,NA,$250.00,John Doerrer,John Doerrer
02/09/2015,Mitts,$1000.00,Arnold Harris,Arnold Scott Harris PC
02/09/2015,Reilly,$1000.00,Arnold Harris,Arnold Scott Harris PC
01/26/2015,Burns,$500.00,Arnold Harris,Arnold Scott Harris PC
04/01/2015,NA,$250.00,John Dunn,McGuireWoods Consulting
01/15/2015,Pope,$500.00,John Dunn,McGuireWoods Consulting
06/16/2015,Reilly,$100.00,Jeff Riley,Riley Public Affairs
01/30/2015,Arena,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
06/30/2015,NA,$0.00,John Suzuki,"Collateral Trustee, Inc"
06/24/2015,NA,$150.00,Lindsey Gayles,"CCS International, Inc"
03/19/2015,Arena,$1000.00,Jerome Schain,Schain Banks Kenny & Schwartz
05/18/2015,Cappleman,$250.00,Michael Alexander,"Alexander & Borovicka Government Solutions, LLC"
01/14/2015,Burnett,$250.00,Gery Chico,"Chico & Nunes, P.C."
06/23/2015,Ervin,$250.00,Paul Williams,Paul Williams
06/12/2015,Dowell,$1000.00,Jeanette Sublett,"Neal & Leroy, LLC"
01/09/2015,O'Shea,$250.00,Graham Grady,Taft Stettinius & Hollister LLP
06/24/2015,Thompson,$500.00,William Griffin,William Griffin Ltd.
02/11/2015,Solis,$500.00,Gery Chico,"Chico & Nunes, P.C."
06/15/2015,Villegas,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/05/2015,Cappleman,$250.00,Michael Alexander,"Alexander & Borovicka Government Solutions, LLC"
